序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
2889,南湖景苑3室2厅260万,2016-11-29,南湖景苑,洪山,小何西村,, 二至三环,260,20313,128,2002年建/塔楼,3室2厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100248392.html
2890,嘉锦苑3室2厅152万,2016-11-28,嘉锦苑,江岸,后湖,, ,152,14902,102,2011年建/板楼,3室2厅,中楼层/共33层,南北,其他,http://wh.lianjia.com/ershoufang/104100248281.html
2891,徐东沙湖畔湖景四居南北通透精装修送母子车位,2016-11-28,水岸星城,洪山,沙湖,, 二至三环,510,30539,167,2008年建/板楼,4室2厅,高楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100248265.html
2892,香港路《穗丰花园》采光好，复式,2016-11-28,香港路穗丰花园,江汉,台北香港路,, 二至三环,206,12418,165.9,2003年建/板楼,3室2厅,高楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100248145.html
2893,奥林匹克花园3室2厅118万,2016-11-28,奥林匹克花园,东西湖,金银湖,, 三至四环,118,8902,132.56,2005年建/板楼,3室2厅,高楼层/共6层,南北,简装,http://wh.lianjia.com/ershoufang/104100248105.html
2894,融科天城一期小区绿化景观位置老证税费少,2016-11-28,融科天城一期,江岸,三阳路,, 二至三环,235,28314,83,2012年建/板楼,2室2厅,低楼层/共33层,东北,其他,http://wh.lianjia.com/ershoufang/104100248102.html
2895,台北花苑3室2厅188万,2016-11-28,台北花苑,江岸,台北香港路,, 一环内,188,15812,118.9,2001年建/板楼,3室2厅,中楼层/共8层,南,其他,http://wh.lianjia.com/ershoufang/104100248100.html
2896,广电江湾新城3室2厅230万,2016-11-28,广电江湾新城,硚口,古田,, ,230,18561,123.92,2011年建/板楼,3室2厅,低楼层/共28层,南北,其他,http://wh.lianjia.com/ershoufang/104100248095.html
2897,金涛翰林苑3室2厅200万,2016-11-28,金涛翰林苑,江岸,二七,, 二至三环,200,16000,125,2009年建/塔楼,3室2厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100248092.html
2898,保利香槟国际1室1厅70万,2016-11-28,保利香槟国际,硚口,宗关,, 二至三环,70,15556,45,2013年建/塔楼,1室1厅,高楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100248070.html
2899,常阳永清城4室2厅558万,2016-11-28,常阳永清城,江岸,黄埔永清,, 一环内,558,34965,159.59,2007年建/板楼,4室2厅,高楼层/共32层,东南南,其他,http://wh.lianjia.com/ershoufang/104100248058.html
2900,宏宇绿色新都精装南北通透交通便利,2016-11-28,宏宇绿色新都,江岸,后湖,, 三至四环,256,11480,223,2011年建/板楼,4室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100248057.html
2901,旭辉御府南北通透四房两厅采光充足,2016-11-28,旭辉御府,江夏,光谷南,, 三至四环,170,13095,129.83,2016年建/板楼,4室2厅,中楼层/共34层,南西北,其他,http://wh.lianjia.com/ershoufang/104100248045.html
2902,宝利金二期，A座小居室46.45平115万,2016-11-28,宝利金二期中央荣御,江汉,前进江汉,, 一环内,115,24758,46.45,2011年建/塔楼,1室0厅,高楼层/共33层,西北,其他,http://wh.lianjia.com/ershoufang/104100248040.html
2903,菱角湖万达广场B区2室2厅200万,2016-11-28,菱角湖万达广场B区,江汉,唐家墩,, 二至三环,200,20203,99,2010年建/板楼,2室2厅,中楼层/共33层,南,精装,http://wh.lianjia.com/ershoufang/104100248023.html
2904,花桥二村2室1厅97万,2016-11-28,花桥二村,江岸,竹叶山花桥,, 一至二环,97,14521,66.8,1993年建/板塔结合,2室1厅,低楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100248022.html
2905,华科周圈居家装修两证五年小区旁边50米有个大菜场,2016-11-28,关东康居园,洪山,珞喻东,, 三至四环,110,12942,85,2000年建/塔楼,2室2厅,低楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100247997.html
2906,沿海丽水佳园3室2厅130万,2016-11-28,沿海丽水佳园,东西湖,金银湖,, 三至四环,130,13660,95.17,2007年建/板楼,3室2厅,低楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100247970.html
2907,蓝江家园4室2厅150万,2016-11-28,蓝江家园,汉阳,钟家村,, 一至二环,150,12000,125,2003年建/塔楼,4室2厅,中楼层/共10层,南北,其他,http://wh.lianjia.com/ershoufang/104100247920.html
2908,中御公馆2室1厅165万,2016-11-28,中御公馆,硚口,崇仁,, 一至二环,165,27464,60.08,2013年建/板楼,2室1厅,低楼层/共14层,南,其他,http://wh.lianjia.com/ershoufang/104100247885.html
2909,锦绣人家4室2厅230万,2016-11-28,锦绣人家,江汉,长港路,, 一至二环,230,12989,177.08,2004年建/板楼,4室2厅,低楼层/共12层,南北,其他,http://wh.lianjia.com/ershoufang/104100247876.html
2910,暨济春天园5室2厅305万,2016-11-28,暨济春天园,硚口,汉正街,, 一至二环,305,15963,191.07,2007年建/塔楼,5室2厅,高楼层/共22层,南,其他,http://wh.lianjia.com/ershoufang/104100247871.html
2911,新证，业主诚心出售此房。少有的小户型。,2016-11-28,格格屋,江岸,前进江汉,, 一环内,65,18056,36,2008年建/板楼,1室0厅,高楼层/共32层,西北,其他,http://wh.lianjia.com/ershoufang/104100247802.html
2912,瑞湖天地大户型毛坯三房两证满五年中间楼层采光好,2016-11-28,瑞湖天地,洪山,珞狮南路,, 二至三环,195,15120,128.97,2014年建/板楼,3室2厅,中楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100247784.html
2913,瑞湖天地带装修大三房两证满五年高楼层采光好,2016-11-28,瑞湖天地,洪山,珞狮南路,, 二至三环,195,15151,128.71,2014年建/板楼,3室2厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100247779.html
2914,毛坯小三房中间楼层交通便利,2016-11-28,保利中央公馆,洪山,新南湖,, 二至三环,165,17706,93.19,2015年建/板楼,3室2厅,中楼层/共34层,东南,毛坯,http://wh.lianjia.com/ershoufang/104100247748.html
2915,锦绣江南精装两房南北通透中间楼层两证两年,2016-11-28,统建锦绣江南,武昌,中北路,, 一至二环,272,27553,98.72,2008年建/板塔结合,2室2厅,中楼层/共11层,南北,精装,http://wh.lianjia.com/ershoufang/104100247737.html
2916,南北朝向毛坯三房不临街安静采光无遮挡方便看房,2016-11-28,水域天际,洪山,新南湖,, 一至二环,185,18005,102.75,2014年建/塔楼,3室2厅,低楼层/共18层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100247727.html
2917,东立国际一期老证精装修经典大两房！,2016-11-28,东立国际,江岸,二七,, 一至二环,180,21429,84,2007年建/塔楼,2室2厅,低楼层/共19层,东南,其他,http://wh.lianjia.com/ershoufang/104100247720.html
2918,江岸区绿茵仁居精装1房带阳台天然气交通生活方便,2016-11-28,绿茵仁居,江岸,台北香港路,, 一至二环,120,20690,58,1999年建/板楼,1室1厅,中楼层/共17层,东西,其他,http://wh.lianjia.com/ershoufang/104100247717.html
2919,光谷国际大厦办公装修好楼层朝南,2016-11-28,光谷国际大厦,洪山,珞喻东,, 二至三环,45,8036,56,2010年建/塔楼,1室0厅,中楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100247702.html
2920,汉阳1889客厅出阳台毛坯三房前后无遮挡,2016-11-28,汉阳1889,汉阳,鹦鹉大道,, 一至二环,135,13918,97,2014年建/塔楼,3室2厅,低楼层/共28层,南,其他,http://wh.lianjia.com/ershoufang/104100247689.html
2921,两证两年，户型方正，采光充足适宜居住,2016-11-28,金谷明珠园,江夏,流芳,, ,120,10356,115.88,2002年建/板楼,3室2厅,中楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100247682.html
2922,晋合金桥世家3室2厅380万,2016-11-28,晋合金桥世家,江岸,后湖,, 二至三环,380,23315,162.99,2013年建/板楼,3室2厅,低楼层/共33层,南北,精装,http://wh.lianjia.com/ershoufang/104100247545.html
2923,老证楼层好南北通透采光良好,2016-11-28,华储大厦,江岸,解放公园,, 一至二环,150,15742,95.29,未知年建/板楼,2室2厅,高楼层/共9层,南北,简装,http://wh.lianjia.com/ershoufang/104100247540.html
2924,华储大厦2室2厅178万,2016-11-28,华储大厦,江岸,解放公园,, 一至二环,178,17023,104.57,未知年建/板楼,2室2厅,中楼层/共9层,南北,精装,http://wh.lianjia.com/ershoufang/104100247535.html
2925,绿地国际金融城一期3室2厅420万,2016-11-28,绿地国际金融城一期,武昌,滨江商务区,, 一至二环,420,28978,144.94,2013年建/板塔结合,3室2厅,高楼层/共48层,南北,其他,http://wh.lianjia.com/ershoufang/104100247527.html
2926,恒大首府2室2厅200万,2016-11-28,恒大首府,武昌,三层楼,, 二至三环,200,23745,84.23,2015年建/板楼,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100247508.html
2927,黄浦公馆，正规两房，纯毛坯，看房方便。,2016-11-28,黄浦公馆,江岸,后湖,, 一至二环,158,17955,88,2012年建/塔楼,2室1厅,中楼层/共31层,东南,其他,http://wh.lianjia.com/ershoufang/104100247504.html
2928,武胜路金海名都1室1厅1厨1卫精装房,2016-11-28,金海名都,硚口,武胜路,, ,142,30060,47.24,2013年建/塔楼,1室1厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100247501.html
2929,橡树湾500强华润品质,2016-11-28,橡树湾三期,武昌,徐东,, 一至二环,258,28044,92,2015年建/板塔结合,3室2厅,中楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100247460.html
2930,证满两年带露台，南北通透明厨明卫采光十足,2016-11-28,金利明珠花园,江汉,西北湖,, 一至二环,190,20880,91,2005年建/板楼,2室2厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100247434.html
2931,香港路三条地铁交汇处华氏儒商电梯三房,2016-11-28,华氏儒商花园,江汉,台北香港路,, ,260,19848,131,2003年建/板楼,3室1厅,高楼层/共26层,南,其他,http://wh.lianjia.com/ershoufang/104100247403.html
2932,东立国际精装通透三房，自住装修。,2016-11-28,东立国际,江岸,二七,, ,195,17380,112.2,2007年建/塔楼,3室2厅,高楼层/共19层,南,其他,http://wh.lianjia.com/ershoufang/104100247388.html
2933,此房地处核心地段，正规一室一厅，配套设施完善,2016-11-28,财源大厦,硚口,汉正街,, 一环内,120,17077,70.27,2008年建/塔楼,1室1厅,高楼层/共28层,南北,其他,http://wh.lianjia.com/ershoufang/104100247267.html
2934,财源大厦正规三房采光充足武广商圈,2016-11-28,财源大厦,硚口,汉正街,, 一环内,210,18255,115.04,2008年建/塔楼,3室1厅,高楼层/共28层,南,其他,http://wh.lianjia.com/ershoufang/104100247257.html
2935,徐东和盛世家精装3居室明厨明卫拎包入住,2016-11-28,和盛世家,洪山,东湖东亭,, 二至三环,256,21210,120.7,2004年建/塔楼,3室2厅,高楼层/共13层,南北,精装,http://wh.lianjia.com/ershoufang/104100247206.html
2936,大华南湖公园世家二期3室2厅300万,2016-11-28,大华南湖公园世家二期,洪山,新南湖,, 二至三环,300,21277,141,2009年建/板楼,3室2厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100247175.html
2937,胜利街232大院出行便利购物方便距离江滩150米,2016-11-28,胜利街232大院,江岸,三阳路,, 一至二环,110,20635,53.31,1996年建/塔楼,2室1厅,高楼层/共8层,东南,其他,http://wh.lianjia.com/ershoufang/104100247171.html
2938,银湖翡翠三期优质房源出售双阳台采光好,2016-11-28,银湖翡翠三期,东西湖,金银湖,, ,200,14926,134,2014年建/板楼,3室2厅,低楼层/共28层,南北,其他,http://wh.lianjia.com/ershoufang/104100247139.html
2939,金银湖卧龙丽景湾二期纯毛坯顶楼复式,2016-11-28,卧龙丽景湾二期,东西湖,金银湖,, 三至四环,188,13665,137.58,2011年建/板楼,4室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100247126.html
2940,常青花园十一小区3室2厅239万,2016-11-28,常青花园十一小区,东西湖,常青花园,, 二至三环,239,17890,133.6,2007年建/板楼,3室2厅,低楼层/共11层,南,其他,http://wh.lianjia.com/ershoufang/104100247119.html
2941,锦苑公寓，精装修，南北通透，两梯两户！,2016-11-28,锦苑公寓,江岸,后湖,, 一至二环,198,14693,134.76,2005年建/塔楼,3室2厅,中楼层/共19层,南北,其他,http://wh.lianjia.com/ershoufang/104100247101.html
2942,万科汉阳国际精装修南北通透三房,2016-11-28,万科汉阳国际,汉阳,龙阳大道,, 二至三环,270,19286,140,2015年建/板楼,3室2厅,低楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100247098.html
2943,金银湖碧海花园三室两卫带电梯,2016-11-28,碧海花园,东西湖,金银湖,, 三至四环,160,11765,136,2004年建/塔楼,3室2厅,低楼层/共19层,南北,其他,http://wh.lianjia.com/ershoufang/104100247082.html
2944,小区中间两证满五业主诚心出售看房方便,2016-11-28,大华南湖公园世家一期,洪山,珞狮南路,, 一至二环,199,19295,103.14,2013年建/板楼,2室2厅,低楼层/共16层,南,精装,http://wh.lianjia.com/ershoufang/104100247067.html
2945,老证后期费用很低，户型正，交通方便。,2016-11-28,宝康苑,硚口,武胜路,, 一至二环,160,22223,72,2006年建/塔楼,2室1厅,高楼层/共18层,西,其他,http://wh.lianjia.com/ershoufang/104100247028.html
2946,绿地国际金融城+高楼层毛坯三房+南北通透+户型方正,2016-11-28,绿地国际金融城二期,武昌,滨江商务区,, ,430,28194,152.52,2015年建/板楼,3室2厅,高楼层/共32层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100247027.html
2947,融侨华府南北通透三房配套家电家具中间楼层采光好,2016-11-28,融侨华府,武昌,三层楼,, 一环内,320,25662,124.7,2009年建/板楼,3室2厅,中楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100247016.html
2948,简约装修风格，无贷款交易便捷，高楼层，采光通风无忧,2016-11-27,金地西岸故事,洪山,珞狮南路,, ,160,20144,79.43,2011年建/板塔结合,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100246991.html
2949,金地圣爱米伦2室2厅165万,2016-11-27,金地圣爱米伦,洪山,新南湖,, 二至三环,165,18291,90.21,2014年建/板楼,2室2厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100246985.html
2950,华腾园3室1厅140万,2016-11-27,华腾园,洪山,徐东,, 一至二环,140,17604,79.53,2008年建/塔楼,3室1厅,低楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100246932.html
2951,该房两证满二可观湖大三房诚心出售,2016-11-27,保利心语三期,洪山,珞狮南路,, 二至三环,187,18334,102,2011年建/板塔结合,3室2厅,高楼层/共25层,南北,其他,http://wh.lianjia.com/ershoufang/104100246914.html
2952,黄埔人家98平165万,2016-11-27,黄埔人家,江岸,二七,, 一至二环,165,16837,98,2007年建/板楼,3室2厅,低楼层/共11层,东南,其他,http://wh.lianjia.com/ershoufang/104100246897.html
2953,南湖山庄一期梅荷苑，精装修，美式装修风格，诚心卖,2016-11-27,南湖山庄一期梅荷苑,洪山,珞狮南路,, 二至三环,185,14421,128.29,2003年建/板楼,3室2厅,中楼层/共6层,南北,精装,http://wh.lianjia.com/ershoufang/104100246822.html
2954,中南龙庭1室1厅127万,2016-11-27,中南龙庭,武昌,中南丁字桥,, 一至二环,127,19170,66.25,2008年建/板楼,1室1厅,高楼层/共27层,南,其他,http://wh.lianjia.com/ershoufang/104100246766.html
2955,东亭花园居家3居室户型方正交通便利拎包入住,2016-11-27,东亭花园,武昌,东湖东亭,, 一至二环,180,16144,111.5,2001年建/板塔结合,3室2厅,中楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100246759.html
2956,钢都花园126街坊2室1厅97万,2016-11-27,钢都花园126街坊,洪山,华侨城,, ,97,13529,71.7,2000年建/塔楼,2室1厅,中楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100246756.html
2957,保利心语好房推荐南北通透大三房业主诚心出售。,2016-11-27,保利心语二期,洪山,珞狮南路,, 二至三环,210,17679,118.79,2007年建/塔楼,3室2厅,高楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100246731.html
2958,68+8平毛坯两房户型方正采光好,2016-11-27,保利心语六期,洪山,珞狮南路,, 二至三环,115,16667,69,2014年建/板楼,2室2厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100246708.html
2959,世茂锦绣长江四期2室1厅168万,2016-11-27,世茂锦绣长江四期,汉阳,鹦鹉大道,, 一环内,168,19765,85,2015年建/板楼,2室1厅,高楼层/共57层,南,其他,http://wh.lianjia.com/ershoufang/104100246707.html
2960,友谊大道保利错层复式精装两房户型正气,2016-11-27,保利才盛景苑,武昌,徐东,, 二至三环,140,15106,92.68,2012年建/板楼,2室1厅,中楼层/共18层,西南东北,其他,http://wh.lianjia.com/ershoufang/104100246656.html
